activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,12147122,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NCc1ccccc1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.16', 'le': '0.23', 'lle': '-0.09', 'sei': '11.63'}",CHEMBL2180735,,CHEMBL2180735,5.75,False,http://www.openphacts.org/units/Nanomolar,1754040,=,1,True,=,,IC50,nM,,1800.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,1.8
,12147123,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CN1CCCC1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.82', 'le': '0.24', 'lle': '1.04', 'sei': '10.99'}",CHEMBL2180395,,CHEMBL2180395,5.79,False,http://www.openphacts.org/units/Nanomolar,1753624,=,1,True,=,,IC50,nM,,1630.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,1.63
,12147124,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,CC(C(=O)NC1CCCCC1)(c1ccccc1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.60', 'le': '0.24', 'lle': '0.02', 'sei': '11.85'}",CHEMBL2180750,,CHEMBL2180750,5.85,False,http://www.openphacts.org/units/Nanomolar,1754055,=,1,True,=,,IC50,nM,,1400.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,1.4
,12147125,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNC1CCCCC1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.29', 'le': '0.23', 'lle': '0.32', 'sei': '9.60'}",CHEMBL2180392,,CHEMBL2180392,5.90,False,http://www.openphacts.org/units/Nanomolar,1753621,=,1,True,=,,IC50,nM,,1270.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,1.27
,12147126,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cncnc1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.94', 'le': '0.24', 'lle': '1.27', 'sei': '7.92'}",CHEMBL2180741,,CHEMBL2180741,5.96,False,http://www.openphacts.org/units/Nanomolar,1754046,=,1,True,=,,IC50,nM,,1100.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,1.1
,12147128,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CCl)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.50', 'le': '0.28', 'lle': '1.15', 'sei': '12.24'}",CHEMBL2180742,,CHEMBL2180742,6.05,False,http://www.openphacts.org/units/Nanomolar,1754047,=,1,True,=,,IC50,nM,,900.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.9
,12147129,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC(C)(C)C)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.83', 'le': '0.27', 'lle': '0.64', 'sei': '12.28'}",CHEMBL2180732,,CHEMBL2180732,6.07,False,http://www.openphacts.org/units/Nanomolar,1754037,=,1,True,=,,IC50,nM,,860.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.86
,12147131,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCOCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.27', 'le': '0.26', 'lle': '1.38', 'sei': '10.56'}",CHEMBL2180736,,CHEMBL2180736,6.19,False,http://www.openphacts.org/units/Nanomolar,1754041,=,1,True,=,,IC50,nM,,640.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.64
,12147132,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.84', 'le': '0.27', 'lle': '0.67', 'sei': '12.62'}",CHEMBL2180746,,CHEMBL2180746,6.24,False,http://www.openphacts.org/units/Nanomolar,1754051,=,1,True,=,,IC50,nM,,580.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.58
,12147133,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1NC(=O)C(c1ccccc1C)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.21', 'le': '0.25', 'lle': '-0.22', 'sei': '12.64'}",CHEMBL2180734,,CHEMBL2180734,6.24,False,http://www.openphacts.org/units/Nanomolar,1754039,=,1,True,=,,IC50,nM,,570.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.57
,12147134,[],CHEMBL2188255,Inhibition of IDH1 R132C mutant overexpressed in human HT1080 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.66', 'le': '0.25', 'lle': '1.46', 'sei': '9.40'}",CHEMBL2180727,,CHEMBL2180727,6.32,False,http://www.openphacts.org/units/Nanomolar,1754032,=,1,True,=,,IC50,nM,,480.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.48
,12147135,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNC1CCCC1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.63', 'le': '0.25', 'lle': '1.16', 'sei': '10.33'}",CHEMBL2180745,,CHEMBL2180745,6.35,False,http://www.openphacts.org/units/Nanomolar,1754050,=,1,True,=,,IC50,nM,,450.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.45
,12147136,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1cccn1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.22', 'le': '0.26', 'lle': '1.83', 'sei': '9.48'}",CHEMBL2180399,,CHEMBL2180399,6.38,False,http://www.openphacts.org/units/Nanomolar,1753628,=,1,True,=,,IC50,nM,,420.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.42
,12147137,[],CHEMBL2188255,Inhibition of IDH1 R132C mutant overexpressed in human HT1080 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.22', 'le': '0.27', 'lle': '0.84', 'sei': '12.97'}",CHEMBL2180746,,CHEMBL2180746,6.41,False,http://www.openphacts.org/units/Nanomolar,1754051,=,1,True,=,,IC50,nM,,390.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.39
,12147138,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccc2ccccc21)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.93', 'le': '0.24', 'lle': '0.12', 'sei': '11.84'}",CHEMBL2180729,,CHEMBL2180729,6.43,False,http://www.openphacts.org/units/Nanomolar,1754034,=,1,True,=,,IC50,nM,,370.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.37
,12147139,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1c[nH]c2ccccc12)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.95', 'le': '0.24', 'lle': '0.06', 'sei': '9.88'}",CHEMBL2180740,,CHEMBL2180740,6.44,False,http://www.openphacts.org/units/Nanomolar,1754045,=,1,True,=,,IC50,nM,,360.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.36
,12147140,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cscn1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.04', 'le': '0.27', 'lle': '1.18', 'sei': '10.49'}",CHEMBL2180738,,CHEMBL2180738,6.54,False,http://www.openphacts.org/units/Nanomolar,1754043,=,1,True,=,,IC50,nM,,290.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.29
,12147141,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.98', 'le': '0.29', 'lle': '1.36', 'sei': '13.23'}",CHEMBL2180731,,CHEMBL2180731,6.54,False,http://www.openphacts.org/units/Nanomolar,1754036,=,1,True,=,,IC50,nM,,290.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.29
,12147142,[],CHEMBL2188255,Inhibition of IDH1 R132C mutant overexpressed in human HT1080 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1ccncc1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.33', 'le': '0.26', 'lle': '1.29', 'sei': '10.57'}",CHEMBL2180739,,CHEMBL2180739,6.58,False,http://www.openphacts.org/units/Nanomolar,1754044,=,1,True,=,,IC50,nM,,260.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.26
,12147143,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1c(C)nc2ccccc21)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '12.91', 'le': '0.24', 'lle': '0.60', 'sei': '9.85'}",CHEMBL2180728,,CHEMBL2180728,6.62,False,http://www.openphacts.org/units/Nanomolar,1754033,=,1,True,=,,IC50,nM,,240.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.24
,12147144,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CN1CCOCC1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.16', 'le': '0.27', 'lle': '2.63', 'sei': '10.70'}",CHEMBL2180396,,CHEMBL2180396,6.62,False,http://www.openphacts.org/units/Nanomolar,1753625,=,1,True,=,,IC50,nM,,240.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.24
,12147145,[],CHEMBL2188255,Inhibition of IDH1 R132C mutant overexpressed in human HT1080 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cscn1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.30', 'le': '0.28', 'lle': '1.30', 'sei': '10.69'}",CHEMBL2180738,,CHEMBL2180738,6.66,False,http://www.openphacts.org/units/Nanomolar,1754043,=,1,True,=,,IC50,nM,,220.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.22
,12147146,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1ccncc1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.53', 'le': '0.27', 'lle': '1.38', 'sei': '10.72'}",CHEMBL2180739,,CHEMBL2180739,6.68,False,http://www.openphacts.org/units/Nanomolar,1754044,=,1,True,=,,IC50,nM,,210.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.21
,12147147,[],CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cccs1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '14.47', 'le': '0.28', 'lle': '0.76', 'sei': '13.60'}",CHEMBL2180730,,CHEMBL2180730,6.72,False,http://www.openphacts.org/units/Nanomolar,1754035,=,1,True,=,,IC50,nM,,190.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.19
,12147148,[],CHEMBL2188262,Inhibition of IDH1 R132H mutant using alpha-ketoglutarate as substrate after 60 mins by resazurin-based fluorimetric analysis,B,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNC1CC1)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '15.36', 'le': '0.29', 'lle': '2.31', 'sei': '10.94'}",CHEMBL2180744,,CHEMBL2180744,6.72,False,http://www.openphacts.org/units/Nanomolar,1754049,=,1,True,=,,IC50,nM,,190.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.19
,12147149,[],CHEMBL2188255,Inhibition of IDH1 R132C mutant overexpressed in human HT1080 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccc2ccccc21)c1cccc(F)c1,,,CHEMBL2176947,ACS Med. Chem. Lett.,2012.0,"{'bei': '13.60', 'le': '0.25', 'lle': '0.46', 'sei': '12.46'}",CHEMBL2180729,,CHEMBL2180729,6.77,False,http://www.openphacts.org/units/Nanomolar,1754034,=,1,True,=,,IC50,nM,,170.0,CHEMBL2007625,Homo sapiens,Isocitrate dehydrogenase [NADP] cytoplasmic,9606,,,IC50,uM,UO_0000065,,0.17
