activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1112119,[],CHEMBL679498,Inhibition of Flt3 kinase,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,,,CHEMBL1135502,J. Med. Chem.,2002.0,"{'bei': '13.67', 'le': '0.25', 'lle': '1.85', 'sei': '7.45'}",CHEMBL102346,,CHEMBL102346,6.64,False,http://www.openphacts.org/units/Nanomolar,194139,=,1,True,=,,IC50,nM,,230.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,0.23
,1114598,[],CHEMBL679498,Inhibition of Flt3 kinase,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Br)cc4)CC3)c2cc1OC,,,CHEMBL1135502,J. Med. Chem.,2002.0,"{'bei': '10.47', 'le': '0.23', 'lle': '1.18', 'sei': '6.19'}",CHEMBL323336,,CHEMBL323336,4.94,False,http://www.openphacts.org/units/Nanomolar,194187,=,1,True,=,,IC50,nM,,11400.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,11.4
,1130122,[],CHEMBL679498,Inhibition of Flt3 kinase,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC,,,CHEMBL1135502,J. Med. Chem.,2002.0,"{'bei': '11.24', 'le': '0.21', 'lle': '1.84', 'sei': '4.54'}",CHEMBL106966,,CHEMBL106966,4.71,False,http://www.openphacts.org/units/Nanomolar,194134,=,1,True,=,,IC50,nM,,19700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,19.7
Not Determined,1200679,[],CHEMBL679501,Inhibition of human Flt-3 (not tested),B,BAO_0000190,BAO_0000357,single protein format,COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,,,CHEMBL1147484,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL120067,,CHEMBL120067,,False,,228258,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,,,
,1235237,[],CHEMBL677135,Inhibition of Flt3 autophosphorylation,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC.Cl,,,CHEMBL1136005,J. Med. Chem.,2002.0,"{'bei': '12.90', 'le': '0.25', 'lle': '2.09', 'sei': '6.46'}",CHEMBL553824,,CHEMBL343521,5.15,False,http://www.openphacts.org/units/Nanomolar,270462,=,1,True,=,,IC50,nM,,7020.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,7.02
,1236599,[],CHEMBL679497,Inhibition of Flt3 autophosphorylation,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,,,CHEMBL1136005,J. Med. Chem.,2002.0,"{'bei': '10.32', 'le': '0.20', 'lle': '1.85', 'sei': '5.92'}",CHEMBL102301,,CHEMBL102301,4.83,False,http://www.openphacts.org/units/Nanomolar,270485,=,1,True,=,,IC50,nM,,14900.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,14.9
,1245760,[],CHEMBL679497,Inhibition of Flt3 autophosphorylation,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1OC,,,CHEMBL1136005,J. Med. Chem.,2002.0,,CHEMBL319894,,CHEMBL319894,,False,http://www.openphacts.org/units/Nanomolar,270487,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM l-1,UO_0000065,,30.0
,1609149,[],CHEMBL882598,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '23.17', 'le': '0.44', 'lle': '3.81', 'sei': '9.36'}",CHEMBL196363,,CHEMBL196363,8.70,False,http://www.openphacts.org/units/Nanomolar,402752,=,1,True,=,,IC50,nM,,2.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,2.0
,1609236,[],CHEMBL871628,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature with 1 mM ATP and 3.2-50 uM compound in 5%DMSO at pH 7.5,B,BAO_0000190,BAO_0000357,single protein format,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '16.40', 'le': '0.32', 'lle': '1.52', 'sei': '8.14'}",CHEMBL381207,,CHEMBL381207,7.57,False,http://www.openphacts.org/units/Nanomolar,402774,=,1,True,=,,IC50,nM,,27.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,27.0
,1609295,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(F)c2)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '20.33', 'le': '0.39', 'lle': '2.97', 'sei': '8.61'}",CHEMBL425749,,CHEMBL425749,8.00,False,http://www.openphacts.org/units/Nanomolar,402793,=,1,True,=,,IC50,nM,,10.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,10.0
,1609298,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(Cl)c2)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '17.64', 'le': '0.35', 'lle': '1.68', 'sei': '7.78'}",CHEMBL371332,,CHEMBL371332,7.23,False,http://www.openphacts.org/units/Nanomolar,402794,=,1,True,=,,IC50,nM,,59.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,59.0
,1609301,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(NC(=O)Nc2cccc(C)c2)ccc1-c1csc2ncnc(N)c12,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '16.90', 'le': '0.32', 'lle': '1.95', 'sei': '6.71'}",CHEMBL194366,,CHEMBL194366,6.85,False,http://www.openphacts.org/units/Nanomolar,402795,=,1,True,=,,IC50,nM,,140.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,140.0
,1609304,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2F)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '18.23', 'le': '0.35', 'lle': '2.14', 'sei': '7.72'}",CHEMBL371510,,CHEMBL371510,7.17,False,http://www.openphacts.org/units/Nanomolar,402796,=,1,True,=,,IC50,nM,,67.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,67.0
,1609309,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '15.02', 'le': '0.30', 'lle': '0.60', 'sei': '6.62'}",CHEMBL196615,,CHEMBL196615,6.16,False,http://www.openphacts.org/units/Nanomolar,402797,=,1,True,=,,IC50,nM,,700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,700.0
,1613370,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2csc3ncnc(N)c23)ccc1NC(=O)Nc1cccc(C)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '16.98', 'le': '0.32', 'lle': '1.99', 'sei': '6.74'}",CHEMBL370545,,CHEMBL370545,6.89,False,http://www.openphacts.org/units/Nanomolar,403808,=,1,True,=,,IC50,nM,,130.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,130.0
,1613372,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc3c(c2)CCC2Sc4ncnc(N)c4C32)c1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '18.45', 'le': '0.35', 'lle': '2.88', 'sei': '8.01'}",CHEMBL262468,,CHEMBL262468,7.44,False,http://www.openphacts.org/units/Nanomolar,403809,=,1,True,=,,IC50,nM,,36.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,36.0
,1661743,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)CNc1c(Cl)ncnc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '10.34', 'le': '0.21', 'lle': '-1.30', 'sei': '5.52'}",CHEMBL372111,,CHEMBL372111,4.86,False,http://www.openphacts.org/units/Nanomolar,410482,=,1,True,=,,IC50,nM,,13700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,13.7
,1661744,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)C=Nc1c(Cl)ncnc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '13.56', 'le': '0.28', 'lle': '0.05', 'sei': '7.17'}",CHEMBL199886,,CHEMBL199886,6.35,False,http://www.openphacts.org/units/Nanomolar,410484,=,1,True,=,,IC50,nM,,450.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.45
,1661745,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)CNc1cnc(Cl)nc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg. Med. Chem. Lett.,2005.0,"{'bei': '12.86', 'le': '0.27', 'lle': '-0.11', 'sei': '6.86'}",CHEMBL382490,,CHEMBL382490,6.05,False,http://www.openphacts.org/units/Nanomolar,410483,=,1,True,=,,IC50,nM,,900.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.9
,1675260,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,"{'bei': '11.72', 'le': '0.22', 'lle': '2.17', 'sei': '6.19'}",CHEMBL199723,,CHEMBL199723,5.40,False,http://www.openphacts.org/units/Nanomolar,422295,=,1,True,=,,IC50,nM,,4000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,4.0
Not Determined,1675326,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cnc(O)c(C(=O)Nc3ccc(CN4CCN(C)CC4)cc3)c2)cn1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL203354,,CHEMBL203354,,False,,422299,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,,,,
,1675327,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL381738,,CHEMBL381738,,False,http://www.openphacts.org/units/Nanomolar,422298,>,1,True,>,,IC50,nM,,20000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,20.0
,1675328,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL370800,,CHEMBL370800,,False,http://www.openphacts.org/units/Nanomolar,422297,>,1,True,>,,IC50,nM,,20000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,20.0
,1675329,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,"{'bei': '12.26', 'le': '0.23', 'lle': '2.11', 'sei': '6.08'}",CHEMBL436509,,CHEMBL436509,5.30,False,http://www.openphacts.org/units/Nanomolar,422296,=,1,True,=,,IC50,nM,,5000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,5.0
Not Determined,1675362,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccncc4)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL197652,,CHEMBL197652,,False,,422303,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,,,,
Not Determined,1675363,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2cnc(O)c(C(=O)Nc3ccc(CN4CCN(C)CC4)cc3)c2)cc(OC)c1OC,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL202831,,CHEMBL202831,,False,,422302,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,,,,
Not Determined,1675364,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5nccnc5c4)cnc3O)cc2)CC1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL202830,,CHEMBL202830,,False,,422301,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,,,,
Not Determined,1675365,[],CHEMBL865224,Inhibitory activity against Flt3,B,BAO_0000190,BAO_0000357,single protein format,Cc1nc2cc(-c3cnc(O)c(C(=O)Nc4ccc(CN5CCN(C)CC5)cc4)c3)ccc2s1,,,CHEMBL1149386,J. Med. Chem.,2006.0,,CHEMBL201553,,CHEMBL201553,,False,,422300,,1,False,,,IC50,,,,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,,,,
,1701847,[],CHEMBL861019,Inhibition of FLT3,B,BAO_0000190,BAO_0000357,single protein format,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,,,CHEMBL1146093,J. Med. Chem.,2006.0,,CHEMBL6246,ELLAGIC ACID,CHEMBL6246,,False,http://www.openphacts.org/units/Nanomolar,448549,>,1,True,>,,IC50,nM,,40000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,40.0
,1718687,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc2cc(F)ccc2[nH]1)c1cc2cc(OCCN3CCCCC3)ccc2[nH]1,,,CHEMBL1147798,J. Med. Chem.,2006.0,"{'bei': '14.36', 'le': '0.27', 'lle': '0.94', 'sei': '9.53'}",CHEMBL209084,,CHEMBL209084,5.82,False,http://www.openphacts.org/units/Nanomolar,480130,=,1,True,=,,IC50,nM,,1500.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,1.5
