activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2600656,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN[C@H]2Cc3ccc(NC(=O)c4cccc(C)c4-c4ccc(C(F)(F)F)cc4)cc3C2)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '13.04', 'le': '0.24', 'lle': '-0.28', 'sei': '13.74'}",CHEMBL471881,,CHEMBL471881,6.92,False,http://www.openphacts.org/units/Nanomolar,807723,=,1,True,=,,IC50,nM,,120.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,120.0
,2600658,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1ccc(CN[C@H]2Cc3ccc(NC(=O)c4cccc(C)c4-c4ccc(C(F)(F)F)cc4)cc3C2)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '11.60', 'le': '0.22', 'lle': '-0.68', 'sei': '9.21'}",CHEMBL500172,,CHEMBL500172,6.47,False,http://www.openphacts.org/units/Nanomolar,807724,=,1,True,=,,IC50,nM,,340.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,340.0
,2600662,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NC(C)c2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '14.56', 'le': '0.27', 'lle': '-0.26', 'sei': '18.22'}",CHEMBL474301,,CHEMBL474301,7.50,False,http://www.openphacts.org/units/Nanomolar,807810,=,1,True,=,,IC50,nM,,32.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,32.0
,2600666,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NC(c2ccccc2)C(F)(F)F)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '12.77', 'le': '0.24', 'lle': '-1.03', 'sei': '17.65'}",CHEMBL451194,,CHEMBL451194,7.26,False,http://www.openphacts.org/units/Nanomolar,807811,=,1,True,=,,IC50,nM,,55.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,55.0
,2600668,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2cnc4ccccc4c2)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '12.11', 'le': '0.22', 'lle': '-1.06', 'sei': '12.36'}",CHEMBL454984,,CHEMBL454984,6.68,False,http://www.openphacts.org/units/Nanomolar,807812,=,1,True,=,,IC50,nM,,210.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,210.0
,2600674,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](Nc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '14.15', 'le': '0.26', 'lle': '-0.62', 'sei': '16.74'}",CHEMBL474302,,CHEMBL474302,6.89,False,http://www.openphacts.org/units/Nanomolar,807813,=,1,True,=,,IC50,nM,,130.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,130.0
,2600675,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2cccs2)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '16.10', 'le': '0.31', 'lle': '0.90', 'sei': '19.83'}",CHEMBL474503,,CHEMBL474503,8.15,False,http://www.openphacts.org/units/Nanomolar,807814,=,1,True,=,,IC50,nM,,7.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,7.0
,2600683,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1csc(CN[C@H]2Cc3ccc(NC(=O)c4cccc(C)c4-c4ccc(C(F)(F)F)cc4)cc3C2)n1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '15.63', 'le': '0.30', 'lle': '1.19', 'sei': '15.10'}",CHEMBL474507,,CHEMBL474507,8.15,False,http://www.openphacts.org/units/Nanomolar,807899,=,1,True,=,,IC50,nM,,7.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,7.0
,2600687,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2scnc2C)C3)c1-c1ccc(C(F)(F)F)cc1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '12.98', 'le': '0.25', 'lle': '-0.19', 'sei': '12.53'}",CHEMBL474508,,CHEMBL474508,6.77,False,http://www.openphacts.org/units/Nanomolar,807900,=,1,True,=,,IC50,nM,,170.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,170.0
,2600690,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(CN[C@H]2Cc3ccc(NC(=O)c4cccc(C)c4-c4ccc(C(F)(F)F)cc4)cc3C2)o1,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '15.86', 'le': '0.30', 'lle': '0.91', 'sei': '14.74'}",CHEMBL471672,,CHEMBL471672,8.00,False,http://www.openphacts.org/units/Nanomolar,807901,=,1,True,=,,IC50,nM,,10.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,10.0
,2600695,[],CHEMBL1029071,Antagonist activity at human Smo receptor expressed in CHO cells by [3H]Hh-Ag binding assay,B,BAO_0000190,BAO_0000219,cell-based format,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,,,CHEMBL1149081,Bioorg. Med. Chem. Lett.,2009,"{'bei': '15.92', 'le': '0.30', 'lle': '1.55', 'sei': '15.79'}",CHEMBL254129,CYCLOPAMINE,CHEMBL254129,6.55,False,http://www.openphacts.org/units/Nanomolar,807989,=,1,True,=,,IC50,nM,,280.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,280.0
,2634097,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,CC(C)(O)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '18.42', 'le': '0.34', 'lle': '3.93', 'sei': '12.38'}",CHEMBL485870,,CHEMBL485870,8.10,False,http://www.openphacts.org/units/Nanomolar,784575,=,1,True,=,,IC50,nM,,8.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,8.0
,2634100,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,CC(C)(N)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.84', 'le': '0.32', 'lle': '3.68', 'sei': '10.99'}",CHEMBL497266,,CHEMBL497266,7.82,False,http://www.openphacts.org/units/Nanomolar,785932,=,1,True,=,,IC50,nM,,15.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,15.0
,2634103,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1CN(c2ccc(C#N)cn2)CCN1c1nnc(Cc2ccccc2)c2ccccc12,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '18.48', 'le': '0.33', 'lle': '3.57', 'sei': '11.27'}",CHEMBL497238,,CHEMBL497238,7.77,False,http://www.openphacts.org/units/Nanomolar,785048,=,1,True,=,,IC50,nM,,17.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,17.0
,2634106,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,OC1(c2ccc(N3CCN(c4nnc(Cc5ccccc5)c5ccccc45)CC3)nc2)CC1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.55', 'le': '0.32', 'lle': '3.76', 'sei': '11.74'}",CHEMBL519219,,CHEMBL519219,7.68,False,http://www.openphacts.org/units/Nanomolar,784576,=,1,True,=,,IC50,nM,,21.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,21.0
,2634110,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2CCN(c3nnc(Cc4ccc(Cl)cc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.24', 'le': '0.32', 'lle': '3.13', 'sei': '11.03'}",CHEMBL496604,,CHEMBL496604,7.60,False,http://www.openphacts.org/units/Nanomolar,784874,=,1,True,=,,IC50,nM,,25.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,25.0
,2634113,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(Cc2nnc(N3CCN(c4ccc(C#N)cn4)CC3)c3ccccc23)cc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.31', 'le': '0.31', 'lle': '3.78', 'sei': '8.05'}",CHEMBL495608,,CHEMBL495608,7.47,False,http://www.openphacts.org/units/Nanomolar,784875,=,1,True,=,,IC50,nM,,34.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,34.0
,2634114,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(c2nnc(Cc3ccccc3)c3ccccc23)CCN1c1ccc(C#N)cn1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.76', 'le': '0.32', 'lle': '3.27', 'sei': '10.83'}",CHEMBL497437,,CHEMBL497437,7.47,False,http://www.openphacts.org/units/Nanomolar,785046,=,1,True,=,,IC50,nM,,34.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,34.0
,2634123,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1CN(c2nnc(Cc3ccccc3)c3ccccc23)CCN1c1ccc(C#N)cn1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.19', 'le': '0.31', 'lle': '3.03', 'sei': '10.49'}",CHEMBL497436,,CHEMBL497436,7.23,False,http://www.openphacts.org/units/Nanomolar,785045,=,1,True,=,,IC50,nM,,59.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,59.0
,2634126,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,CC(O)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '16.86', 'le': '0.31', 'lle': '3.17', 'sei': '10.97'}",CHEMBL485869,,CHEMBL485869,7.17,False,http://www.openphacts.org/units/Nanomolar,784574,=,1,True,=,,IC50,nM,,67.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,67.0
,2634129,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,CC(O)(CO)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '15.71', 'le': '0.29', 'lle': '4.01', 'sei': '8.36'}",CHEMBL520858,,CHEMBL520858,7.16,False,http://www.openphacts.org/units/Nanomolar,784577,=,1,True,=,,IC50,nM,,70.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,70.0
,2634133,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2CCN(c3nnc(Cc4cccc(Cl)c4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '16.07', 'le': '0.30', 'lle': '2.62', 'sei': '10.28'}",CHEMBL521900,,CHEMBL521900,7.09,False,http://www.openphacts.org/units/Nanomolar,784873,=,1,True,=,,IC50,nM,,82.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,82.0
,2634136,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '15.62', 'le': '0.29', 'lle': '2.06', 'sei': '15.55'}",CHEMBL521558,,CHEMBL521558,7.02,False,http://www.openphacts.org/units/Nanomolar,785772,=,1,True,=,,IC50,nM,,95.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,95.0
,2634138,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '16.46', 'le': '0.30', 'lle': '3.04', 'sei': '10.14'}",CHEMBL496603,,CHEMBL496603,6.99,False,http://www.openphacts.org/units/Nanomolar,784872,=,1,True,=,,IC50,nM,,103.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,103.0
,2634142,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '17.10', 'le': '0.31', 'lle': '3.14', 'sei': '10.08'}",CHEMBL497534,,CHEMBL497534,6.95,False,http://www.openphacts.org/units/Nanomolar,785847,=,1,True,=,,IC50,nM,,112.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,112.0
,2634151,[],CHEMBL995460,"Displacement of [3H]3-chloro-4,7-difluoro-N-(4-methoxy-3-(pyridin-4-yl)benzyl)-N-(4-(methylamino)cyclohexyl)benzo[b]thiophene-2-carboxamide from human Smoothened receptor expressed in CHO-K1 cells by membrane filter binding assay",B,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2CCN(c3nnc(Cc4ccc(C(F)(F)F)cc4)c4ccccc34)CC2)nc1,,,CHEMBL1136988,J. Med. Chem.,2009,"{'bei': '14.19', 'le': '0.26', 'lle': '1.90', 'sei': '9.77'}",CHEMBL522241,,CHEMBL522241,6.73,False,http://www.openphacts.org/units/Nanomolar,784945,=,1,True,=,,IC50,nM,,185.0,CHEMBL5971,Homo sapiens,Smoothened homolog,9606,,,IC50,nM,UO_0000065,,185.0
